Address,Source Code,Positive,,,,
0xd6bc92a0f5a2bc17207283679c5ddcc108fd3710,Yes,TRUE,,,Number,Percentage
0x24cad91c063686c49f2ef26a24bf80329fb131c7,Yes,TRUE,,True Positives,134,81.70731707
0xb6f6f6f47e92e517876d30c04198f45a3bc1b281,Yes,TRUE,,False Positives,30,18.29268293
0xc6389ef3d79cf17a5d103bd0f06f83cf76b14258,Yes,TRUE,,,,
0xed4fd2e53153b8bfd866e11fb015a1bc4a0e9655,Yes,FALSE,,Total,164,
0xaa3a6f5bddd02a08c8651f7e285e2bec33ea5e53,Yes,TRUE,,Total with source,164,
0xb5aff01f3e820735fac9abb594dc9993cb9e5bd2,Yes,FALSE,,,,
0x57684f9059afbf7bb11b07263500292ac9d78e7b,Yes,TRUE,,,,
0x1efd5dc066eb56d4db7e2ff38843c8bf8aa59168,Yes,FALSE,,,,
0xe830d955cbe549d9bcf55e3960b86ffac6ef83f1,Yes,TRUE,,,,
0x0cfa149c0a843e1f8d9bc5c6e6bebf901845cebe,Yes,TRUE,,,,
0x735906d7ab237eeea06f4af86795bb4e0ec199e0,Yes,TRUE,,,,
0xa630823bd70ab8e8e2d6e62089d3837db1887bf6,Yes,TRUE,,,,
0x377f64e05c29309c8527022dbe5fbbfa8e40f6dd,Yes,TRUE,,,,
0x286bbee3f20f1702e707e58d33dc28a69e7efd4e,Yes,FALSE,,,,
0x2e0794073ec7b08e40d80a41599bb31df042e4e5,Yes,TRUE,,,,
0xd8993f49f372bb014fb088eabec95cfdc795cbf6,Yes,TRUE,,,,
0x3c3f481950fa627bb9f39a04bccdc88f4130795b,Yes,TRUE,,,,
0xe3b0fe57f7de3281579a504dcc3af491afbb23e5,Yes,TRUE,,,,
0xde82658c23f034d71827c215fdfbce0d4e248ccd,Yes,TRUE,,,,
0x4c4757b23526ba13876f8ef3efe973618266e3e8,Yes,TRUE,,,,
0x99bab102c0a03438bcfd70119f07ee646db26ddf,Yes,TRUE,,,,
0x878e6c6f9a86a1e5d313e7b872ccd109135e91b4,Yes,TRUE,,,,
0x8d056569b215c8b56e4b3a615dac425d8d2352a4,Yes,TRUE,,,,
0xb389327f8325d9568826b0f3ca63ef613687cfab,Yes,FALSE,,,,
0xbd53a4db4003c59070abbfa4e6c31afbf0b26843,Yes,TRUE,,,,
0x96fa4b2bebbbc9ffdb7d64ed18058de27680752c,Yes,TRUE,,,,
0x064656852581472f9b315fea4730fe18fb7c579a,Yes,TRUE,,,,
0x38321bbb97a3541bb3913c12201b35d504f7af39,Yes,FALSE,,,,
0x1237b26652eebf1cb8f59e07e07101c0df4f60f6,Yes,TRUE,,,,
0x7b3c3a05fcbf18db060ef29250769cee961d75ac,Yes,TRUE,,,,
0x704079e823e42a936bbaac5163434c2515473836,Yes,TRUE,,,,
0x062e659a3c8991bc1739e72c68edb9ac7b5a8ca7,Yes,TRUE,,,,
0x11f4306f9812b80e75c1411c1cf296b04917b2f0,Yes,TRUE,,,,
0x175744fb0849584129fa3d0e6350c00206d95d2f,Yes,FALSE,,,,
0x1dabd43e0f8a684a02712bcd767056e25026061c,Yes,TRUE,,,,
0x85bc00724203d53536072b000c44a2cc16cd12c5,Yes,FALSE,,,,
0xaf531dc0b3b1151af48f3d638eeb6fe6acdfd59f,Yes,TRUE,,,,
0xed55fb58ea9de1f484addcc970463218b4d89cfe,Yes,TRUE,,,,
0xfb0513602b08ede66c28c128ece6a2f11161f17f,Yes,FALSE,,,,
0xff45211ebdfc7ebcc458e584bcec4eac19d6a624,Yes,TRUE,,,,
0x85044611b5954739dbde0ccb9aae6bb18e38e38b,Yes,TRUE,,,,
0x3597f78c7872db259ce023acc34511c7a79f42e3,Yes,TRUE,,,,
0x75658ed3dba1e12644d2cd9272ba9ee888f4c417,Yes,TRUE,,,,
0xabcdd0dbc5ba15804f5de963bd60491e48c3ef0b,Yes,TRUE,,,,
0xdfe06d5a4534fbe955eebe8a4908ef596763c2a4,Yes,FALSE,,,,
0x03209bde47da583547c17c47e7ca74bfa3dfb404,Yes,FALSE,,,,
0x137e531680b5d1f5645cd73a450323f1645d5034,Yes,TRUE,,,,
0xf0344800bd3ffa687e4d780357961b28995a5f46,Yes,TRUE,,,,
0xaa4fd1781246f0b9a63921f7aee292311ea05bf7,Yes,TRUE,,,,
0xed710216da4b1416a78768790ca9aa3633ca110f,Yes,TRUE,,,,
0xae3bf0f077ed66dda9fb1b5475942c919ef3bb0d,Yes,TRUE,,,,
0x0ffb3f4605dd9f01de1a06052b7687418a9d82ee,Yes,FALSE,,,,
0xdda2044b39fdb4db77ac085866179c548e5d0f15,Yes,TRUE,,,,
0x590d1d5ba0feb249d42c527ae21d12f2e5768a87,Yes,TRUE,,,,
0xe35a91f2acceccf1ce6bae792274da6100b639af,Yes,FALSE,,,,
0x611ae0be21a9c0ab284a4a68c8c44843330072a7,Yes,TRUE,,,,
0xd87eaad7afb256c69526a490f402a658f12246fd,Yes,TRUE,,,,
0xc034cf94f7ced9c968cc75210d1b5ddaccacfbf4,Yes,TRUE,,,,
0xb85a54944b58342b07887942e6f530f616479efd,Yes,FALSE,,,,
0x7fefc8bf6e44784ed016d08557e209169095f0f3,Yes,TRUE,,,,
0xcaa7b8aa3bc78dda98af8fee1390f34e756a5f55,Yes,TRUE,,,,
0xb620cee6b52f96f3c6b253e6eea556aa2d214a99,Yes,TRUE,,,,
0x0595d187cac88f04466371eff3a6b6d1b12fb013,Yes,TRUE,,,,
0xacfc9577583ded00ae53ae79a0346cca4655c0bb,Yes,TRUE,,,,
0x64669148bca4f3d1216127a46380a67b37bbf63e,Yes,TRUE,,,,
0xc77081641129a028d622f85671ea172ac5595938,Yes,TRUE,,,,
0x75041597d8f6e869092d78b9814b7bcdeeb393b4,Yes,TRUE,,,,
0xce6b1aff0fe66da643d7a9a64d4747293628d667,Yes,TRUE,,,,
0x0684a256b8a6434cf10ee81bc1bcdcbba3365daa,Yes,TRUE,,,,
0x4a73d9fe078fa67601047f88c3e6c270602e5709,Yes,TRUE,,,,
0xb49b1dddf1b3d6e878fd9b73874da7ab0da7e004,Yes,TRUE,,,,
0xa1477980b4fbbe5a1eca65e2aee84bec79c133f9,Yes,FALSE,,,,
0xb919b2903e07293bc84372471a7081ecb69e8d36,Yes,FALSE,,,,
0x3b048ab84ddd61c2ffe89ede66d68ef27661c0f2,Yes,TRUE,,,,
0xfac1c7270bc5b0664e27e7f2e82281d564aedf4e,Yes,TRUE,,,,
0x6f905e47d3e6a9cc286b8250181ee5a0441acc81,Yes,TRUE,,,,
0xcb71b51d9159a49050d56516737b4b497e98bb99,Yes,TRUE,,,,
0x197803b104641fbf6e206a425d9dc35dadc4f62f,Yes,TRUE,,,,
0x3b0e5a2a318616b1673b0bc7a91dd7c6d85b7e56,Yes,FALSE,,,,
0x4d200a0a7066af311baba7a647b1cce54ae2f9a5,Yes,TRUE,,,,
0x95be22039da3114d17a38b9e7cd9b3576de83924,Yes,FALSE,,,,
0x4876bca6feab4243e4370bddc92f5a8364de9df9,Yes,TRUE,,,,
0xa9aebbf67433e3e8206af6fc2ddd99ff8e7cc137,Yes,TRUE,,,,
0xa48a36d94024f861b453267468b9096e4a3eb8be,Yes,TRUE,,,,
0x2cc8e271f11934f5fa15942dfda2b59432c2e0f3,Yes,TRUE,,,,
0xc304349d7cc07407b7844d54218d29d1a449b854,Yes,TRUE,,,,
0xc5ce9c06a0caf0e4cbd90572b6550feafd69b740,Yes,TRUE,,,,
0xbae339b730cb3a58eff2f2f2fa4af579332c3e1c,Yes,TRUE,,,,
0xe3d085b7bdf97c6d003abcec2003b9c5b120d616,Yes,TRUE,,,,
0x70bf9df6967dc96156e76cc43b928a7ef02e159a,Yes,TRUE,,,,
0xefc9ba892c557ff541947116040cbb669b5c0a35,Yes,FALSE,,,,
0x2e4eb4585cb949e53212e796cef13d562c24374b,Yes,TRUE,,,,
0x16aae4b322501c339ed31a41fb915ae305528585,Yes,TRUE,,,,
0x1fbf025ad94dde79f88732f79966a9a435f2772f,Yes,TRUE,,,,
0xc8b2c33a45ce83d19da15a58d1d1ddb2738506bf,Yes,FALSE,,,,
0x4ca675d62a05c451555c93e456f902bd3e423586,Yes,TRUE,,,,
0xcea86636608bacb632dfd1606a0dc1728b625387,Yes,TRUE,,,,
0xc7e454770433c071dd1863eeb27fb7e1adbd3361,Yes,TRUE,,,,
0x2b98b39d39914b3aad05dd06a46868507156400d,Yes,TRUE,,,,
0x75890afea0658ed67e145df17948c8fceed0affa,Yes,FALSE,,,,
0x2fe321bbb468d71cc392dd95082efef181df2038,Yes,TRUE,,,,
0x807a3ef8a8dbdd7fc9863df695bbe8691e450e8e,Yes,FALSE,,,,
0xc90233644d2eeb37a7ec641072c85ad272ef2feb,Yes,FALSE,,,,
